official_index,true_class_id,grid_rows,grid_columns,patch_size_pixels,permutation_0_based_json,shuffled_rgb_sha256
2334,5,4,4,56,"[13,7,1,2,3,14,6,12,8,0,4,15,9,10,5,11]",16cda9a57c99c1081de5b7b81b3c81a839b089bfe61bad55261fc3cb514482cb
2340,8,4,4,56,"[0,6,12,9,14,2,7,1,8,10,4,5,3,15,11,13]",adc04f252076a05338496f06862bb117ace4a0508cc5f928734d857306bf9aba
2342,8,4,4,56,"[5,8,0,7,6,10,13,12,1,4,15,9,11,2,14,3]",df83b79e556a80374d8d073918fd2caa839d0818b1c66d7d75d8d2830854f72a
2351,9,4,4,56,"[10,11,12,7,13,14,3,2,8,5,4,15,0,1,6,9]",adc20b95f5ef22d52486b187cd1f43e10e8cba90f4d0b74a9e45bc0f81f171c0
2391,5,4,4,56,"[0,5,10,8,1,3,6,12,14,2,15,9,13,4,7,11]",499649e6288d536e4c7f639b9c9773c009908f3a402cc441c6914bbb44a0699b
2392,2,4,4,56,"[13,10,0,12,2,1,6,5,11,3,7,8,9,14,15,4]",8fed17079766f7f66b112b7b680edf4e39d69bd8e6928c00b167efa1909cb144
2399,4,4,4,56,"[12,2,3,7,1,5,0,14,15,11,4,9,10,6,8,13]",8047a75fc34022ceb9c483d9367957c6103255ad06bf67625c9566713cb5c335
2414,9,4,4,56,"[1,10,6,11,14,2,8,12,4,9,3,13,5,0,7,15]",a5f13a7db1a9ee8aafec72987411a1b16ee614d5ad6a04798b3b2fd0e86a7668
2427,5,4,4,56,"[6,11,1,2,12,7,10,13,4,5,8,15,0,3,9,14]",8fc6991df79838db6d780e0e083d5108ba2a3844222a5fbf0b0ab0784ef1cb4c
2458,5,4,4,56,"[1,4,11,5,2,12,14,9,13,7,0,3,15,6,8,10]",0ac937d7a49ef1b5663fc7469019d4a0f41a16360f793f9c417d753ccd126eed
2501,7,4,4,56,"[15,11,13,0,3,7,8,2,5,14,1,6,9,12,10,4]",c39ddd0b73b101a306c7b08fe760863c36166d004a3fa36aeea0663b20ac6dc8
2502,2,4,4,56,"[2,9,4,14,3,13,11,8,6,7,15,10,0,5,1,12]",6528218e5a03d01bb315f3c4c9f090f862fed818c3f5d76790af2f9f9ffb20ff
2536,3,4,4,56,"[14,15,0,3,6,1,11,13,10,8,4,2,12,5,9,7]",98af5ca9597e604db4836dfa6137b428b05cf251edf38fc8467337a3342c01e4
2539,3,4,4,56,"[4,13,15,7,11,10,5,14,3,2,8,12,1,9,6,0]",5be601f0057e9d4444668f8782e55c0732793dfe6e3cc03fcd74e9cdcecf5d64
2610,6,4,4,56,"[5,0,3,10,4,11,8,14,7,6,9,1,15,2,12,13]",61f4a98a55d6c5c7472ce6af2d744283cdadc0a90cc77e0dd04a1d9678aef125
2623,5,4,4,56,"[10,4,15,6,12,11,1,14,9,0,5,8,3,13,7,2]",68be9b59f4e2f5300f9f36fa0e23bbfad384553fd497615e6028ce403abc7599
2655,9,4,4,56,"[9,4,11,13,6,14,2,1,15,7,12,3,5,8,0,10]",b10bd8b3147bb85f6a89784bfa6775fa3247e17731dc608bea8db3df444a2c5d
2668,7,4,4,56,"[13,12,6,8,11,14,4,3,5,1,0,2,15,10,9,7]",1adb36e43fee320edfaa66574ef47e8d094285ea7db32ef1ba8940780132da47
2676,6,4,4,56,"[10,0,6,8,9,1,7,15,12,4,13,2,14,3,5,11]",b374b10ad373a37175f7eddeb4093396bdea5db3c1a592c0db5fb77b6ea20ed9
2687,1,4,4,56,"[7,3,13,5,14,1,10,0,2,12,6,15,8,4,9,11]",18bd496e12a54376fadae11383a70fed73e15f05f25924372341af76b46f23d1
2690,1,4,4,56,"[0,6,7,8,4,10,9,1,12,15,2,14,11,5,13,3]",0993b9299013b75e39b487902c3a2933b5cf658b653637712d2e71d6a5de7c41
2704,4,4,4,56,"[7,9,12,4,13,5,8,10,6,2,15,11,14,0,1,3]",3bb7cacbca18fd13c80d2f87239403a41b668408e2b5df04dcb513a97954defd
2745,8,4,4,56,"[8,7,4,2,12,15,14,1,0,5,6,3,11,13,10,9]",d95d8dde47c844b1ac8a161b3ce052d94c5e2f0b2ef034832597d94026b33dab
2746,7,4,4,56,"[6,15,13,2,5,12,0,10,4,7,1,8,9,3,11,14]",9e53a9c11783f60935ad3b05a360c1b5754dc572b175c8d74a3ba6f42acbdc32
2750,0,4,4,56,"[4,3,6,7,13,9,0,11,12,10,1,15,2,5,8,14]",c096eb50e07ab63958f0f47fb83a909f0a936a8d657b1c17ef0d96e7e59d8481
2754,3,4,4,56,"[10,8,5,11,15,13,6,3,4,9,1,12,14,0,2,7]",ffa3bdc37302c42a93e7ffa41bbf253b21cc4e94ff90d10754ef9c4cfadd612c
2757,4,4,4,56,"[12,7,10,5,15,11,8,2,3,9,14,1,13,4,0,6]",b788a0e047a1ded16390235ecdb273b9c5ed1ce3abe50b5266b9da56a771e1e9
2766,5,4,4,56,"[7,2,1,3,5,8,6,13,9,12,15,4,10,11,0,14]",690ff7536c77bdef81f0f42e7e2ae9449cc921f72302173615e7b51755edb86d
2807,5,4,4,56,"[8,1,3,15,7,2,13,5,6,0,11,9,10,14,12,4]",f000c306b4ebc27f24fd01e791789bfbce75b20759e5057b3f76c897b3f699cd
2844,8,4,4,56,"[12,2,3,4,6,5,10,0,11,8,13,14,1,7,15,9]",1d48e98b00de9dc621ad7017cf1b2007a63e33c93f18df48996f9df1d8501715
2854,7,4,4,56,"[8,4,5,12,1,6,14,3,15,11,2,13,0,9,10,7]",85e81988efb6880546e7d38c6f76186e3e3ae2d238f340af91c91c5a095d3083
2861,3,4,4,56,"[1,15,12,0,13,9,11,3,4,2,5,14,10,8,6,7]",601e2a0be9fa0dc9a5ee9290e74f8ea6832338595b95462531f434bfd000a662
2888,0,4,4,56,"[11,9,15,14,8,7,0,2,13,1,12,5,4,6,3,10]",571a4c8ae425e523a4368953f7753cd84a082d2b6c80824dd0c291c069b9da2d
2898,4,4,4,56,"[13,12,7,10,1,5,14,0,11,8,15,3,4,2,9,6]",6469d51438388498e5811984cfd9b4465500d08faee1eff8ce93f8e416270f60
2950,5,4,4,56,"[0,5,2,3,8,15,9,1,12,14,7,11,13,6,10,4]",295b84b4a4c0d35d7e485a7386cb183406a4f8d93d6ce18940ac582e1ab44ef9
2958,6,4,4,56,"[1,3,0,9,2,15,4,6,10,7,13,5,12,11,8,14]",a8ee9438aec48ced53ad765d6bc455808cdaeaeefe71e992fd8b4e9694271c19
3015,8,4,4,56,"[13,6,3,14,12,5,2,1,7,15,10,9,4,8,0,11]",452ba31060a9503529b747ba9728039daa1dcf3ef55cf5b67d436beef1619dc6
3024,2,4,4,56,"[11,12,14,9,4,6,13,2,3,1,10,15,5,8,0,7]",d41d576e211747b729b915d2d119ea99a9082dd7ec81fc9abc244bdf3dc25cb8
3025,0,4,4,56,"[6,15,10,9,11,13,8,5,3,7,14,12,4,1,2,0]",92197420715cc2194be48c8f8e717c6ceacdb56e308347b08706c44de8706976
3034,4,4,4,56,"[5,10,9,0,7,4,8,2,14,1,13,11,6,15,3,12]",1fa5e9f885bb65f1d0595e6b92d450f64861ebcea1db7886c11343c14f38d3d8
3067,2,4,4,56,"[11,12,5,13,7,2,3,4,0,6,10,9,14,15,1,8]",493fd3447c03e2d5431726f32d42ff6a9228d1294e57227f7767b32121c09fcb
3078,4,4,4,56,"[8,15,10,7,3,9,12,4,14,1,2,0,11,5,6,13]",382f91b6e6dc870d0ab6ddb967942ada4f5a90c058f1dee062fd5f27c22f6590
3079,1,4,4,56,"[7,15,12,2,1,14,4,8,0,5,6,11,9,10,13,3]",e68a75e3866d6683fbe98283e9874f06eb72dc1cd0e93b4273f8fb450d110b8f
3083,0,4,4,56,"[2,11,4,5,8,12,14,7,0,10,9,3,1,15,13,6]",f0d0cdbe4b6bee396c9543a76a5bd2b6bb968c667d5be1c8ddb48eaa7de3cdbc
3122,4,4,4,56,"[13,12,3,9,5,8,14,7,2,1,6,4,15,11,10,0]",16c594155edb6f0f1963bf352c5991b6f66caa639c9df706123b7f6bca731aba
3153,7,4,4,56,"[5,13,12,2,14,7,10,9,3,0,6,15,4,1,11,8]",b25af1c778414d478de1d79bedb0e9c781c930af9c918961701cade72ab30c58
3157,8,4,4,56,"[0,9,1,7,5,14,8,4,12,10,11,2,15,6,13,3]",e4f03c9aa43dccf10892f6906dc1a60db6258fcd6436563b265e6c867b4d44b2
3163,2,4,4,56,"[3,12,6,7,1,11,14,9,2,0,5,13,8,4,15,10]",7aed8c812d27ca684b527d8598b9ee2d632170400ca60ea5a6185b77e2302a4e
3179,4,4,4,56,"[13,3,12,1,10,14,11,7,5,15,2,8,4,0,9,6]",588a6d44e0c008bed9befa03c3cd7120d3560078c7bb3aed5975e016a439090d
3191,6,4,4,56,"[5,12,13,0,3,2,8,15,10,1,9,4,11,14,6,7]",ada8a5821c29e3d8c55cb661c920f7a37315dfd9334e569ddd684c46627e35ce
3276,3,4,4,56,"[6,2,7,9,5,14,12,10,11,8,3,15,13,0,1,4]",f901b607884775164ae4898c1b2080d4c590fa4c1d33c8a28e61d616d4d4455d
3287,4,4,4,56,"[11,4,9,7,2,1,5,13,10,15,6,3,12,14,0,8]",5954415d06e75627d4c911e069fa5c39a382eb037269c978f4220e7733f338c1
3288,7,4,4,56,"[8,6,5,10,14,13,0,3,1,2,11,9,7,12,4,15]",c1ab58b255e03ce89f5c43568ea4a77ab49368b94cc22f129a5ba9269abb06b0
3292,6,4,4,56,"[15,13,10,1,7,3,5,8,12,2,0,14,4,11,6,9]",71628cdccf175f1bfe3457a7840a2d5c3ceb3671b0e8b5aff215a6c26e27a7d8
3318,9,4,4,56,"[10,7,3,4,8,0,15,14,12,5,13,11,2,1,9,6]",9b1ee5bb1c7debfba6f604f10cafaafaad5568620a2aca41cda1bb3e6be37ebe
3347,0,4,4,56,"[5,2,7,10,8,11,12,9,6,1,13,4,14,3,0,15]",b909701985ae32531e5611d24197ebd8e94f54565bafa5781fa38ef187827a93
3353,5,4,4,56,"[8,12,4,3,13,11,5,2,1,15,10,9,6,14,7,0]",2ba97f85cdba32d5bd0cdd51032a789b62bc32e314c08a3a11dcc107078339d4
3362,2,4,4,56,"[1,11,0,5,3,10,4,8,7,12,13,2,15,14,9,6]",5da18864059831186a0e4fa11fb09e440c10d7572e4ec4452078306dbc1c2abe
3365,4,4,4,56,"[12,3,2,6,15,14,11,4,8,10,0,1,7,9,13,5]",6c215cd18e62e067c85ca66de799ff05bb310c06269c9a133c377387bd5b6a87
3375,3,4,4,56,"[12,15,7,9,13,11,0,3,2,14,5,1,4,8,6,10]",009a8837fb625af79542076dbad9f6d989c8e7c637861713b4d2b1c7d82f80a5
3383,3,4,4,56,"[13,9,2,15,6,0,7,5,14,3,8,1,4,10,12,11]",bff373de4042a092e3a9831ce623b2c5bba4d3e6cf70bc60e39c3fcfc7dfb89e
3404,7,4,4,56,"[14,3,0,10,12,11,8,13,5,9,1,6,4,7,2,15]",196400b9922625af077135fed35998069a06b79925cd5bfb3ebd9b6bdbb9d89e
3412,8,4,4,56,"[12,9,11,1,8,0,7,14,4,5,6,13,2,10,15,3]",38f44e58bfde6ba0ec1966479d9de6985554a3a6f3f6dcff928ad54614cc3046
3413,1,4,4,56,"[15,2,6,11,14,3,1,5,0,8,10,9,4,13,7,12]",b77d76df0ceadfc1584f5ac7b3f09a772f3ccfdf3c8b7d563077ec0f0b426f2b
3418,6,4,4,56,"[15,11,0,2,13,7,14,6,10,5,12,9,1,8,3,4]",49ddb8d94364d9413037934e519583e1d3afe90f33fcd97a1c9fe7799d41708f
3437,0,4,4,56,"[1,14,10,6,3,2,9,11,12,5,13,15,0,8,7,4]",8fcc42fe9854dc8fe63c352a8ffa68852068dc5b53def947ef9aa8d29e688a0f
3446,7,4,4,56,"[11,12,7,15,13,2,14,8,4,6,9,3,1,5,0,10]",5d62f9e532f1f2f5d54b652798a4b30dea1e13a6962619e491cf0c62c3d10261
3454,2,4,4,56,"[3,10,4,6,1,8,14,5,12,2,15,0,11,13,7,9]",85f0643b6c18bde13fcf69269d7a5f782736e4ccaa901570f7bde3dd4a6513fa
3455,0,4,4,56,"[11,5,8,0,10,12,14,9,4,13,2,7,15,6,3,1]",7be61d455348b4cb19143bb7c515be0815a33adc33adfa6541ba95eed88529db
3458,4,4,4,56,"[6,8,3,15,0,12,5,14,11,13,1,9,2,4,10,7]",91de720d52ec6381994ee05c1196cc0eafa5c89da0b4c584277c5e99d6d7b8e4
3467,7,4,4,56,"[8,1,4,10,6,13,15,14,2,3,0,9,11,5,12,7]",b17126792fabe5a37885a2a3eec1e24fabd3849ede2af91ec934316880e596b9
3491,1,4,4,56,"[6,0,11,3,2,15,5,7,1,12,4,14,10,9,8,13]",6d6e2cced3d0b4c6005611f9712f57e4d58d7b488d65f34c37d49cd30931b392
3494,6,4,4,56,"[0,11,5,14,13,7,2,9,6,3,10,4,15,1,8,12]",9b093e0c09bbc6b893ec7e9045197e89d486ad52f61352e221e3d3040eb7d39e
3512,4,4,4,56,"[3,8,5,13,6,15,2,10,12,14,4,7,9,1,0,11]",b553233060bc08f0e82469920e0e2211a7175aa88491f0e5e95f07705da72da6
3515,6,4,4,56,"[8,2,10,1,7,3,15,14,4,9,11,12,0,6,5,13]",ae1b7c87125909651319cf5c324a53a1d588a03343fc2d966b8041cf17d8e8a4
3542,7,4,4,56,"[7,1,12,3,15,2,11,13,8,9,5,6,14,10,4,0]",7d8854c1e5a020f3371b4879462b9ffcdb5464a7c117f980581adbec1978f43b
3550,1,4,4,56,"[1,7,13,11,9,3,14,12,6,15,10,2,5,8,0,4]",f884fa8c396ea927e8ce31048e270491889e2df8514e1dbd84d1f38fc1f302e9
3562,3,4,4,56,"[11,4,1,2,5,9,14,0,7,6,8,3,15,13,10,12]",ca1340a95ea9b044393accda6a0af3ff32bf90f287e13f396f013f1a8fa95b2d
3755,2,4,4,56,"[4,7,6,9,15,0,14,12,5,13,8,3,1,11,2,10]",8cc2541724e7f606a8ec19a83cada064ad03ed56917b759bda9bb80781bd7ce6
3763,4,4,4,56,"[2,7,1,15,10,0,11,13,12,3,14,5,6,4,8,9]",957efe42173423149f1afb2ed28427553c7b6123bfd16acf053e0915e84cb0e8
3777,6,4,4,56,"[1,14,3,11,13,12,4,0,10,15,6,9,8,5,7,2]",398b9d4701f6630a8f4ea136d09ef854110a55623ccc924d3520026b031cde1d
3778,3,4,4,56,"[14,10,6,15,1,0,13,5,4,9,11,7,12,3,2,8]",6661add8aceff46a61584dd3d0537ec023eec6dea5decef34456563ebc7a5a2b
3779,6,4,4,56,"[15,7,0,3,9,1,14,5,4,6,10,2,8,13,12,11]",9b026d8d070de60cf69ea154ea0eb016c9482f126a5fa7cd094c6c3be9397742
3844,6,4,4,56,"[1,2,13,9,14,7,11,4,12,15,10,3,6,0,5,8]",27f609d45388a41b8aa4579f71dd10a0e0015d9cecf958bd669c14f27fe4a70c
3851,3,4,4,56,"[14,1,11,3,7,0,13,6,12,5,10,9,4,8,2,15]",6fd9f98af0a5101b2e914b1f30988d981680d033b841866a2d3326ba091a28dd
3852,5,4,4,56,"[4,1,0,2,11,7,13,14,9,12,15,10,8,3,6,5]",4414edb3391d7fe9641b733042822a893930e70cbabc33495cc6631579c1667d
3863,5,4,4,56,"[3,1,4,9,10,7,6,5,0,2,8,12,13,14,11,15]",56384d5ef5b0b191d2d66dea8bb47cc3f2041f0356860cf2f9b6940a6f57eb0b
3867,7,4,4,56,"[11,1,7,3,12,2,14,13,8,4,0,10,5,15,6,9]",74d4f8c6e60b71272dea5e1899324173b55ea4edfd50b614085a0f65ca45e1dd
3876,0,4,4,56,"[12,5,9,10,7,0,4,15,8,1,6,3,14,2,11,13]",22616448e2accbb790f3a34d01f8bd6e430e6eb12ee7ce08a02b9c4fb96f1a6a
3889,5,4,4,56,"[14,12,8,1,11,2,6,3,15,13,7,5,0,9,4,10]",5b77272d0a6e245817f2e64dbfad8de55a3cd8c874d2756b812d2c9f00d23325
3891,4,4,4,56,"[10,8,13,1,9,2,0,15,11,5,12,4,14,6,7,3]",8b2da58c3203726a491ba4f08656b572bf7f656eb6bde2fd1ecb6089da0dc794
3893,9,4,4,56,"[3,5,4,2,7,1,15,0,13,11,9,14,12,10,6,8]",73e1df2002907b5781673c502231380c2c62f5d6c305e34eb8ea77cad6a4eb3f
3905,8,4,4,56,"[10,13,1,5,8,6,2,3,15,11,7,14,12,4,9,0]",ff6873361b2f44bb2755baf2fc12cfd9ab89dfb808821b8bcf6b61e11ace6c92
3914,3,4,4,56,"[14,2,0,6,10,7,1,11,15,9,13,12,8,5,3,4]",c9a0fbe1743bf2ea5d89d00e959395ae5ca55cebb6cc2ccaf77f5663921b92c9
3937,1,4,4,56,"[11,8,1,7,12,5,9,14,2,15,6,0,13,4,3,10]",5375852fd2722ba95a3a7b8e14ef9a2f6ee78a464ddde406ae6781ebb62382b1
3942,9,4,4,56,"[14,3,11,15,13,10,12,9,5,7,4,2,6,1,0,8]",e46159349d13378c6cfca6f636d6ff0c51ae7ae31c416b2b1ef541f9e1672a01
3948,8,4,4,56,"[9,3,6,10,5,12,11,2,14,1,0,13,8,7,4,15]",139e094a93c145921215ce11c24a19d2771e1bb683d3af44fba0cf2adeefedd9
3962,6,4,4,56,"[0,12,9,10,13,3,5,1,2,6,15,14,4,11,8,7]",9162b8fe9317e6b7efdd1a1dfa1a2eb45fcbcf7901b1e8a128d963466353a42a
3965,0,4,4,56,"[0,5,9,4,13,6,2,1,14,11,3,8,7,10,12,15]",cfa36d44e5cacbdf2df203ceb696db6fcdb3c964f691507c5ebe58ad1f467332
3994,4,4,4,56,"[15,0,13,2,11,1,3,7,4,9,10,14,5,8,12,6]",fb1eaca73701dbfe0177c4a892ef6582cd08ed454245cef11db4f62335e835c1
3996,9,4,4,56,"[2,10,1,0,15,11,3,13,12,7,8,6,5,4,9,14]",fb9d8319cd64ce6edb205c31f2297620c6b7b3e076eec82d031af0b351bcd880
4011,6,4,4,56,"[6,14,7,11,1,10,13,15,5,4,8,0,2,9,12,3]",9d6036cc5910b5995b9359d93e0819e140ab676611279cea4f13142df75260db
4023,3,4,4,56,"[5,9,8,2,11,7,12,0,1,14,4,10,3,6,15,13]",7a8d1f8f599e298cf6e915c9281e4f2dc503ab6a2da11f61cd10f3d822b36c08
4054,4,4,4,56,"[9,6,4,13,2,3,15,11,12,14,7,1,10,0,5,8]",67a188032959c58a209907f085aaa47a0b6ae56931c3be1f113fbec5508e8605
4065,2,4,4,56,"[3,15,8,0,12,10,13,2,14,9,11,6,4,7,1,5]",0504fef08ca47f6ea50f695b32e45ab656eb007da3719833dfd8e72f4db9600f
4069,8,4,4,56,"[13,10,5,14,0,11,4,9,2,12,15,7,8,6,3,1]",44364191ed16a4d37a82886c60f5d6cc6a789bb85a7772232bf41c5d428b4f4c
4093,6,4,4,56,"[12,3,4,7,2,5,10,6,9,8,15,1,14,13,0,11]",d014c9eecfdd46d11d682753b6d850ca5f166eed4cfe0bff598f8b04aa398a79
4094,9,4,4,56,"[14,11,13,7,0,2,9,1,3,10,12,15,8,5,4,6]",d29da37adae5f4213c9f022679c9b931082f00a5383258f4067f38addb0da233
4106,5,4,4,56,"[12,2,1,6,10,4,13,14,0,7,3,8,11,9,15,5]",72d4932bb55ec869e60e79d1f3da49c5bef06aa7228d33c87b8b776f5621fe15
4130,0,4,4,56,"[1,3,5,13,2,9,11,14,10,6,7,15,8,4,0,12]",bb760842342f44bf8b294c5895e7b8a5be9075844230f665077e5c72c6fc872a
4168,3,4,4,56,"[3,14,11,6,9,5,12,10,1,13,7,4,8,15,2,0]",6bd7d1e53fbe060d1df70b206d1c1e445beb034ac9bedd25b40c2b489c22c8b9
4170,8,4,4,56,"[13,12,4,14,1,0,11,5,9,15,6,3,2,8,10,7]",92d26841f57ba8da4a8a3aad857a6f8fa2785023933107b2c3bec2cecb9304b7
4172,7,4,4,56,"[15,6,7,3,12,1,2,13,4,0,11,5,14,8,10,9]",f344983832caed55c659ee0eea0801acefdbeb8f5e86a0cd871019338c84c978
4177,8,4,4,56,"[2,13,6,8,4,14,9,11,0,3,15,10,1,12,7,5]",12d40bcb01fab24525302c0f60edd43a6ad707d42250ab82296486243d3c10c7
4215,3,4,4,56,"[9,15,7,12,3,4,10,1,13,11,5,6,2,8,0,14]",5ca967b33d79c3d58b5353c26cf9d20426343f02ec2aa5897322ad9a142412a3
4229,3,4,4,56,"[11,4,9,10,14,6,15,8,12,5,1,2,0,3,13,7]",6a1c4d6d0dfecacac303975a22c4894e4099b7b09f250b02c2a25ee9439ce487
4236,7,4,4,56,"[8,13,15,9,5,11,7,14,0,2,4,3,6,12,10,1]",7be916cc0c75a5ebe8ef658bdcd69fca421ab4012e7e1de564813221ce7ff2f2
4242,8,4,4,56,"[6,4,0,3,12,13,15,10,14,11,2,8,7,1,9,5]",c5fae038d021faa1191711569943641f77376f39aeae3292b7421dd69e519fff
4254,6,4,4,56,"[13,1,10,4,0,2,8,5,12,15,14,9,11,3,7,6]",6239126020d57c162b2f42df149e0164f56aa3d28d7ee034ae111a40da6e2d2f
4290,5,4,4,56,"[8,13,15,7,10,3,9,5,4,6,14,0,12,11,2,1]",84c34a35049b0ebab603dd40bd660015ad1e48e04f6c2944eda0c95b0f21d093
4298,1,4,4,56,"[12,7,14,11,0,6,5,13,2,1,15,8,10,3,4,9]",a425c76b9a37e4ae42e054dfaec265f986fa989cad4f6e4355becd6938461b28
4308,7,4,4,56,"[13,1,10,15,2,7,6,12,14,5,3,4,9,0,11,8]",24e3565d157bfe74d5140cf24514a71d7eca8ee43d88247b645476d4334440c3
4311,8,4,4,56,"[10,12,1,0,5,8,6,4,9,11,3,2,15,7,14,13]",e5687efedf3c9d732c8064a5d40f317ef494121caf892018cfe722b67f6bf797
4323,3,4,4,56,"[13,5,6,1,9,4,3,8,14,12,2,15,0,10,11,7]",f6411deabdc25d69514ce2625ad3a9d9c504f96e802d833d247b5f6af26a8d16
4330,3,4,4,56,"[8,12,3,11,7,13,0,4,2,14,10,9,5,1,6,15]",5c81f4667662475e110f509b7e1912bbd9f19b036f3f65fd3650c02c53fd1fad
4341,6,4,4,56,"[14,6,1,13,5,2,9,8,10,3,0,7,11,4,15,12]",7ead448d7542c58591fc4f1d9bd4338dda54c32379fc985ccd937c38fddb43f0
4355,8,4,4,56,"[8,2,0,3,15,11,6,10,4,5,1,12,14,9,13,7]",8a5e112f24afee5b9599f6a0c01613908cfecf849c9dd1fbf54e95d8652b273b
4399,0,4,4,56,"[8,2,0,13,15,12,14,3,1,9,7,5,11,4,6,10]",9d8c4fcb26a66abc3a2f40bfb76e90ebf08fdea0ee4cec48689e8ee780d6b414
4403,7,4,4,56,"[13,11,4,9,8,12,10,3,1,0,2,6,5,14,7,15]",7c161ce64daeed13ec6979c8119c06cf15e24c32e3f39a95fe6a7f9bd658ff14
4411,6,4,4,56,"[12,0,13,6,15,4,8,14,5,2,3,1,9,10,7,11]",8108a4d9b6a84e6538cb9660574b37de3243b8824b65cfe226ed1580f870f289
4449,9,4,4,56,"[7,5,0,8,4,12,14,6,15,3,2,11,10,1,13,9]",b78058cdbcfb61cdf32a1d1174c583c2d589910e530e7f6417b25d4cd3e5f207
4463,3,4,4,56,"[7,15,8,5,11,13,0,6,14,9,3,2,12,1,4,10]",b8eb8cf762849b204583f13928f5a5d747cfb3f46dc49664a1424e3616f246e6
4531,3,4,4,56,"[5,12,14,4,10,9,8,0,11,6,2,1,13,7,15,3]",412c0994d459d90c95a84b7b13fd583faa3fbe7d5fc2e55b84419aa199be8718
4539,0,4,4,56,"[9,12,11,1,13,7,4,5,15,8,14,6,2,3,0,10]",b2b9df9a34af40500a78e81601bfdeaadea9cd77e301312d2372484d1a9a7660
4547,5,4,4,56,"[9,11,1,14,10,8,12,13,0,3,15,4,7,5,2,6]",b99b262c2de183d2c5509f8404b21e4e6bb2d33318a3e10a774106494fd900b0
4552,8,4,4,56,"[2,5,0,12,4,8,7,13,6,1,11,14,15,9,10,3]",b79c427f93ceb4df7b509f1852d7809a4818cea6bc97a7693c6c65eff113457b
4570,5,4,4,56,"[0,4,15,13,7,12,11,5,2,6,1,9,8,3,14,10]",69cde1037248d3555d34db68c5655cf9c70644fba5e7808cecd5a20898900bd5
4590,3,4,4,56,"[12,15,6,11,8,10,5,3,14,9,2,1,4,7,13,0]",ab12154e328bb7efe4a971a6fa304513e841efaf1c7a0790a67db2792723de02
4609,3,4,4,56,"[14,13,7,12,0,5,15,9,8,3,4,10,2,1,6,11]",74cf461175e1f1f3c5975ce6ae58765f2da124a7f4e49365c3f2e0e5bbdb6d83
4615,0,4,4,56,"[6,13,5,2,14,0,1,3,11,12,7,8,10,9,15,4]",06a16e33fe42b480138d65c741347de8b1d2467eab1e47a2db15bb109f1eefb9
4617,0,4,4,56,"[3,0,6,13,10,12,5,14,1,8,15,9,7,4,2,11]",880b424a7727a4dae9a4cc4a305e41d9b008cfca935648375dddbfc276cebff9
4620,6,4,4,56,"[10,11,13,15,7,3,8,4,9,0,1,5,2,12,6,14]",0898d4583ccab0dfa9b280bffe9c8aa9755bcedaaf54cf5cdf5ecebab7fcaa17
4629,4,4,4,56,"[13,6,1,12,9,2,10,15,14,0,7,8,3,11,5,4]",5afcb91e84154cd066ed626dea6a3952e9068cb79df8aeb31c75b0576904066d
4640,1,4,4,56,"[15,1,8,9,14,13,7,12,3,2,5,11,10,6,0,4]",adb0f35775a9a18447181d82a9fd0b19e399b38dd8405395a559d9eaffe340b9
4642,4,4,4,56,"[10,3,9,0,12,1,11,6,14,2,4,8,15,5,7,13]",be652273b7b876ec2df4a395b54cdcb04a3a0381390ab2caf1020d5ec4d56072
4661,7,4,4,56,"[13,15,8,0,12,11,9,3,6,7,10,1,14,5,4,2]",ec6c10d7d3300ed8538a3bde17e1c8b987a7ce572089c021cbe81f1d31a1c58a
4662,8,4,4,56,"[15,10,7,4,1,0,14,11,9,13,2,5,3,6,8,12]",230b1d5e2f33b2191e0140c3a42bc5772cdb15d574f87442dc83e94477ad9857
4675,0,4,4,56,"[4,15,0,13,8,1,10,2,7,11,9,12,5,3,14,6]",9415fd3348786b9741fb6d0e4ed32dd8cdf7c6c127bf828607c0c0a052922b97
4676,8,4,4,56,"[10,11,13,8,5,14,2,15,12,1,9,7,4,3,0,6]",d3cb4dc65bf11b1423cef3c0126affc8003792b3d7d1f716edb6ef49c4d20d5c
4704,7,4,4,56,"[5,4,0,9,7,15,1,3,14,8,10,2,11,6,12,13]",58fc947dfe3a00ffe6e450bf80616545f9c49cabf3e4a4973c6dc1b0fbda7083
4723,9,4,4,56,"[5,11,15,3,9,14,4,13,1,2,0,10,6,7,8,12]",480db2e78dd10e463a975113bac5bce13fb921db6c086f602b2465bf9caac7b9
4731,6,4,4,56,"[14,2,9,10,12,8,15,4,11,1,6,5,0,3,7,13]",fca88de9efec8ec62ba06f94a0a4d29c8cd7922b92330a6ccc849d5b32caef27
4735,2,4,4,56,"[3,2,13,8,6,9,12,1,11,5,4,15,10,0,7,14]",f7353a4d1a603d833b0ed9cf989ba7f3c87898813dba9bef10f9902eb2da5b3b
4740,4,4,4,56,"[5,3,10,12,6,14,8,4,7,9,15,11,0,1,13,2]",12637125975e6d98dab3d55171fdfa2adadf05d504eab6ade565be209aed84ce
4746,6,4,4,56,"[0,2,14,1,12,6,5,3,7,13,15,4,9,10,11,8]",c438e776013370421520c4ecd86eaa3c40921061b90bb760760376928bbb04f4
4748,7,4,4,56,"[11,3,4,2,0,10,15,6,1,9,8,5,12,7,13,14]",926b4ead1df061ee8d405eff24ccc2887321d09b373c03aa876507859af75673
