backbone,predictor,condition,transformed_identifier,clean_official_index,true_class_id,cosine_similarity,clean_predicted_class_id,transformed_predicted_class_id,prediction_consistent
resnet50,resnet50_linear_head,cue_conflict,p05_r22_b_to_a,1220,7,0.6901108026504517,7,4,False
resnet50,resnet50_linear_head,cue_conflict,p05_r23_b_to_a,269,7,0.6855975389480591,7,7,True
resnet50,resnet50_linear_head,cue_conflict,p05_r24_b_to_a,5719,7,0.7240194082260132,7,7,True
resnet50,resnet50_linear_head,cue_conflict,p05_r25_b_to_a,1956,7,0.2767283618450165,3,1,False
resnet50,resnet50_linear_head,cue_conflict,p05_r26_b_to_a,2854,7,0.49889206886291504,7,7,True
resnet50,resnet50_linear_head,cue_conflict,p05_r27_b_to_a,4236,7,0.30093076825141907,7,1,False
resnet50,resnet50_linear_head,cue_conflict,p05_r28_b_to_a,3404,7,0.6141531467437744,7,7,True
resnet50,resnet50_linear_head,cue_conflict,p05_r29_b_to_a,2668,7,0.7634231448173523,7,7,True
resnet50,resnet50_linear_head,cue_conflict,p05_r30_b_to_a,1440,7,0.6913034319877625,7,7,True
resnet50,resnet50_linear_head,cue_conflict,p05_r32_b_to_a,4308,7,0.34199488162994385,7,1,False
resnet50,resnet50_linear_head,patch_shuffle,3,3,0,0.6850761771202087,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,29,29,7,0.62852942943573,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,35,35,2,0.7560946941375732,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,42,42,0,0.7038799524307251,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,49,49,2,0.659885585308075,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,81,81,0,0.6706134676933289,0,8,False
resnet50,resnet50_linear_head,patch_shuffle,95,95,1,0.7307013869285583,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,97,97,5,0.8099846839904785,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,116,116,1,0.646530270576477,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,131,131,9,0.7134138941764832,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,151,151,8,0.695838987827301,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,171,171,4,0.6968672871589661,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,176,176,3,0.678791880607605,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,191,191,9,0.7834807634353638,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,194,194,8,0.7350398302078247,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,198,198,1,0.733607828617096,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,239,239,9,0.7475560307502747,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,261,261,1,0.6574611663818359,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,269,269,7,0.6998820304870605,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,276,276,9,0.6420221328735352,9,2,False
resnet50,resnet50_linear_head,patch_shuffle,303,303,9,0.6980584859848022,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,304,304,1,0.6755762100219727,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,317,317,2,0.7309583425521851,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,319,319,5,0.7159223556518555,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,323,323,7,0.7254457473754883,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,365,365,3,0.6879456639289856,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,370,370,7,0.6658406257629395,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,372,372,3,0.6800950169563293,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,378,378,5,0.6901544332504272,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,391,391,3,0.671531081199646,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,409,409,2,0.7632521390914917,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,419,419,9,0.7850894331932068,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,449,449,6,0.838694155216217,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,470,470,2,0.7492902874946594,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,483,483,2,0.7769306302070618,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,484,484,0,0.7069373726844788,0,8,False
resnet50,resnet50_linear_head,patch_shuffle,506,506,4,0.6873950362205505,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,545,545,6,0.8041106462478638,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,562,562,0,0.708487331867218,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,568,568,5,0.7154440879821777,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,603,603,9,0.593704879283905,9,2,False
resnet50,resnet50_linear_head,patch_shuffle,632,632,3,0.717323899269104,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,645,645,5,0.6405619382858276,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,667,667,8,0.8224263191223145,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,672,672,3,0.6259171366691589,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,677,677,3,0.8461249470710754,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,685,685,5,0.7176697254180908,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,691,691,4,0.6005499362945557,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,706,706,8,0.6729815602302551,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,714,714,2,0.7782868146896362,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,716,716,8,0.7081458568572998,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,738,738,3,0.7482905983924866,3,5,False
resnet50,resnet50_linear_head,patch_shuffle,739,739,8,0.7522331476211548,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,766,766,4,0.7260705232620239,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,791,791,3,0.8025456070899963,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,805,805,9,0.7599436044692993,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,825,825,1,0.7113317847251892,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,852,852,9,0.6494660377502441,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,855,855,4,0.7159327268600464,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,873,873,6,0.6653722524642944,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,890,890,6,0.8373036980628967,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,920,920,6,0.6234683990478516,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,929,929,6,0.6968265771865845,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,962,962,8,0.8222784996032715,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,964,964,6,0.6459171175956726,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,977,977,6,0.6770009994506836,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,979,979,3,0.7411465048789978,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,981,981,2,0.6067584753036499,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,1022,1022,9,0.7721444368362427,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,1032,1032,7,0.8215896487236023,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1048,1048,7,0.677060604095459,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1090,1090,1,0.7305848002433777,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,1095,1095,5,0.6299769282341003,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,1109,1109,1,0.7707859873771667,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,1111,1111,4,0.7205765843391418,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,1115,1115,1,0.7068812251091003,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,1124,1124,4,0.6748797297477722,4,1,False
resnet50,resnet50_linear_head,patch_shuffle,1129,1129,8,0.7026640772819519,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,1175,1175,0,0.7183866500854492,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,1202,1202,2,0.7135857343673706,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,1204,1204,3,0.668401300907135,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,1211,1211,4,0.7458515763282776,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,1220,1220,7,0.6769313812255859,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1230,1230,1,0.6451396346092224,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,1247,1247,8,0.7361663579940796,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,1263,1263,3,0.7261732816696167,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,1266,1266,4,0.7297235727310181,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,1287,1287,7,0.6799507141113281,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1296,1296,7,0.7970632314682007,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1370,1370,3,0.6807701587677002,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,1389,1389,0,0.807648777961731,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,1401,1401,3,0.5531409382820129,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,1403,1403,2,0.7542620897293091,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,1411,1411,9,0.6987524628639221,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,1429,1429,4,0.6745043396949768,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,1430,1430,9,0.6648951172828674,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,1431,1431,3,0.5689135193824768,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,1436,1436,1,0.7561634182929993,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,1440,1440,7,0.6438149213790894,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1468,1468,9,0.6446257829666138,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,1473,1473,7,0.5928743481636047,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1515,1515,9,0.5723532438278198,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,1520,1520,2,0.7167242169380188,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,1531,1531,3,0.8304211497306824,3,5,False
resnet50,resnet50_linear_head,patch_shuffle,1534,1534,6,0.6063410043716431,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,1552,1552,5,0.7855563163757324,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,1553,1553,0,0.5410140156745911,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,1563,1563,3,0.6146869659423828,3,7,False
resnet50,resnet50_linear_head,patch_shuffle,1568,1568,1,0.8010697364807129,1,3,False
resnet50,resnet50_linear_head,patch_shuffle,1579,1579,7,0.7446574568748474,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1586,1586,2,0.7155451774597168,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,1596,1596,0,0.8185594081878662,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,1626,1626,5,0.7614881992340088,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,1640,1640,8,0.6897392272949219,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,1644,1644,5,0.7345115542411804,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,1648,1648,0,0.7954618334770203,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,1654,1654,9,0.688867449760437,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,1667,1667,6,0.7115901708602905,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,1703,1703,7,0.6739383935928345,7,3,False
resnet50,resnet50_linear_head,patch_shuffle,1711,1711,7,0.6380010843276978,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1771,1771,7,0.6721822023391724,7,4,False
resnet50,resnet50_linear_head,patch_shuffle,1783,1783,8,0.8794574737548828,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,1814,1814,2,0.7180305123329163,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,1833,1833,8,0.7079340815544128,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,1836,1836,9,0.5612344145774841,9,2,False
resnet50,resnet50_linear_head,patch_shuffle,1839,1839,2,0.7336534261703491,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,1852,1852,1,0.5928983688354492,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,1871,1871,1,0.778408944606781,1,3,False
resnet50,resnet50_linear_head,patch_shuffle,1877,1877,5,0.7145534753799438,5,4,False
resnet50,resnet50_linear_head,patch_shuffle,1884,1884,7,0.6052286624908447,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1927,1927,7,0.5446637272834778,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,1954,1954,8,0.7079167366027832,8,0,False
resnet50,resnet50_linear_head,patch_shuffle,1956,1956,7,0.8006395697593689,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,1960,1960,4,0.7339731454849243,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,1977,1977,0,0.8492426872253418,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,1986,1986,1,0.6974987983703613,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,1993,1993,1,0.76958829164505,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,2003,2003,6,0.7901540398597717,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,2011,2011,9,0.5650844573974609,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,2024,2024,0,0.7735638618469238,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,2028,2028,3,0.7261860966682434,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,2062,2062,9,0.6601904034614563,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,2070,2070,1,0.8302849531173706,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,2082,2082,2,0.847348153591156,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,2095,2095,1,0.6797083020210266,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,2109,2109,8,0.7578019499778748,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,2114,2114,9,0.7497445940971375,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,2116,2116,1,0.717334508895874,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,2157,2157,1,0.7087223529815674,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,2167,2167,9,0.7926750779151917,9,0,False
resnet50,resnet50_linear_head,patch_shuffle,2178,2178,1,0.709430456161499,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,2191,2191,8,0.8003117442131042,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,2230,2230,8,0.7798402309417725,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,2242,2242,0,0.8058321475982666,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,2265,2265,5,0.7452076077461243,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2268,2268,5,0.709378719329834,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2291,2291,3,0.5822423696517944,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,2334,2334,5,0.7359979748725891,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2340,2340,8,0.7337831854820251,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,2342,2342,8,0.6836981177330017,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,2351,2351,9,0.4803481698036194,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,2391,2391,5,0.7551326155662537,5,3,False
resnet50,resnet50_linear_head,patch_shuffle,2392,2392,2,0.7588539123535156,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,2399,2399,4,0.6804739832878113,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,2414,2414,9,0.7288310527801514,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,2427,2427,5,0.7045565247535706,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2458,2458,5,0.707914412021637,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2501,2501,7,0.7775331139564514,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,2502,2502,2,0.8095875978469849,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,2536,2536,3,0.8120964169502258,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,2539,2539,3,0.8328341841697693,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,2610,2610,6,0.7099378108978271,6,1,False
resnet50,resnet50_linear_head,patch_shuffle,2623,2623,5,0.7314614057540894,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2655,2655,9,0.7069075703620911,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,2668,2668,7,0.6734275221824646,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,2676,2676,6,0.7134768962860107,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,2687,2687,1,0.6481598615646362,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,2690,2690,1,0.7432644963264465,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,2704,2704,4,0.7911754846572876,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,2745,2745,8,0.7941650152206421,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,2746,2746,7,0.5595255494117737,7,3,False
resnet50,resnet50_linear_head,patch_shuffle,2750,2750,0,0.7638127207756042,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,2754,2754,3,0.7403510808944702,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,2757,2757,4,0.696510910987854,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,2766,2766,5,0.6945223808288574,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2807,2807,5,0.7718662023544312,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,2844,2844,8,0.8364654779434204,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,2854,2854,7,0.7120288610458374,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,2861,2861,3,0.6870067119598389,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,2888,2888,0,0.622630774974823,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,2898,2898,4,0.7914060950279236,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,2950,2950,5,0.7405118346214294,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,2958,2958,6,0.8194435238838196,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3015,3015,8,0.7041306495666504,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,3024,3024,2,0.7098390460014343,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,3025,3025,0,0.76024329662323,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,3034,3034,4,0.7036440372467041,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3067,3067,2,0.6739706993103027,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,3078,3078,4,0.7658154964447021,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3079,3079,1,0.6500994563102722,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,3083,3083,0,0.7850897908210754,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,3122,3122,4,0.7420405745506287,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3153,3153,7,0.6999174952507019,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,3157,3157,8,0.8212177157402039,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,3163,3163,2,0.7833124995231628,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,3179,3179,4,0.7972632050514221,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3191,3191,6,0.7509488463401794,6,4,False
resnet50,resnet50_linear_head,patch_shuffle,3276,3276,3,0.5996541976928711,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,3287,3287,4,0.7324623465538025,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3288,3288,7,0.6874076724052429,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,3292,3292,6,0.6675628423690796,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3318,3318,9,0.5487432479858398,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,3347,3347,0,0.593576967716217,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,3353,3353,5,0.8571003675460815,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,3362,3362,2,0.8393896222114563,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,3365,3365,4,0.7444984316825867,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3375,3375,3,0.6929412484169006,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,3383,3383,3,0.6567526459693909,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,3404,3404,7,0.647790253162384,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,3412,3412,8,0.804191529750824,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,3413,3413,1,0.6800758242607117,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,3418,3418,6,0.7310574650764465,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3437,3437,0,0.7554833889007568,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,3446,3446,7,0.7947622537612915,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,3454,3454,2,0.691878080368042,2,9,False
resnet50,resnet50_linear_head,patch_shuffle,3455,3455,0,0.6787911057472229,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,3458,3458,4,0.6184569597244263,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3467,3467,7,0.7349731922149658,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,3491,3491,1,0.7658628225326538,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,3494,3494,6,0.44569525122642517,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3512,3512,4,0.7432538866996765,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3515,3515,6,0.6878728270530701,6,4,False
resnet50,resnet50_linear_head,patch_shuffle,3542,3542,7,0.6612961292266846,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,3550,3550,1,0.6877561807632446,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,3562,3562,3,0.642657995223999,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,3755,3755,2,0.7154320478439331,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,3763,3763,4,0.8343302607536316,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3777,3777,6,0.7090848684310913,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3778,3778,3,0.5825589895248413,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,3779,3779,6,0.7554049491882324,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3844,3844,6,0.7800012826919556,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3851,3851,3,0.7198913097381592,3,5,False
resnet50,resnet50_linear_head,patch_shuffle,3852,3852,5,0.6274710893630981,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,3863,3863,5,0.5676406025886536,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,3867,3867,7,0.6806287169456482,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,3876,3876,0,0.8847072720527649,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,3889,3889,5,0.6661074757575989,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,3891,3891,4,0.6365153193473816,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3893,3893,9,0.6663561463356018,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,3905,3905,8,0.7010208964347839,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,3914,3914,3,0.7222244143486023,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,3937,3937,1,0.7383319735527039,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,3942,3942,9,0.6942094564437866,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,3948,3948,8,0.7539653778076172,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,3962,3962,6,0.6874325275421143,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,3965,3965,0,0.6884869337081909,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,3994,3994,4,0.648809015750885,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,3996,3996,9,0.7009390592575073,9,0,False
resnet50,resnet50_linear_head,patch_shuffle,4011,4011,6,0.8397974967956543,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,4023,4023,3,0.7432167530059814,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,4054,4054,4,0.795863926410675,4,4,True
resnet50,resnet50_linear_head,patch_shuffle,4065,4065,2,0.719983696937561,2,2,True
resnet50,resnet50_linear_head,patch_shuffle,4069,4069,8,0.8071269392967224,8,4,False
resnet50,resnet50_linear_head,patch_shuffle,4093,4093,6,0.7073324918746948,6,1,False
resnet50,resnet50_linear_head,patch_shuffle,4094,4094,9,0.708775520324707,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,4106,4106,5,0.7844348549842834,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,4130,4130,0,0.6898667812347412,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,4168,4168,3,0.627113401889801,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,4170,4170,8,0.7244065999984741,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,4172,4172,7,0.7162536382675171,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,4177,4177,8,0.7365587949752808,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,4215,4215,3,0.7918675541877747,3,1,False
resnet50,resnet50_linear_head,patch_shuffle,4229,4229,3,0.6989030838012695,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,4236,4236,7,0.6456516981124878,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,4242,4242,8,0.7423807978630066,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,4254,4254,6,0.8218443989753723,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,4290,4290,5,0.6502887010574341,5,4,False
resnet50,resnet50_linear_head,patch_shuffle,4298,4298,1,0.594096302986145,1,1,True
resnet50,resnet50_linear_head,patch_shuffle,4308,4308,7,0.6244167685508728,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,4311,4311,8,0.7510124444961548,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,4323,4323,3,0.6470004916191101,3,5,False
resnet50,resnet50_linear_head,patch_shuffle,4330,4330,3,0.7502654790878296,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,4341,4341,6,0.6740719079971313,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,4355,4355,8,0.8002022504806519,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,4399,4399,0,0.6666829586029053,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,4403,4403,7,0.579670250415802,7,7,True
resnet50,resnet50_linear_head,patch_shuffle,4411,4411,6,0.7605807781219482,6,6,True
resnet50,resnet50_linear_head,patch_shuffle,4449,4449,9,0.7736890316009521,9,9,True
resnet50,resnet50_linear_head,patch_shuffle,4463,4463,3,0.5278382897377014,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,4531,4531,3,0.6651071310043335,3,3,True
resnet50,resnet50_linear_head,patch_shuffle,4539,4539,0,0.7486834526062012,0,0,True
resnet50,resnet50_linear_head,patch_shuffle,4547,4547,5,0.680579423904419,5,5,True
resnet50,resnet50_linear_head,patch_shuffle,4552,4552,8,0.7592218518257141,8,8,True
resnet50,resnet50_linear_head,patch_shuffle,4570,4570,5,0.7013037204742432,5,5,True
