candidate_id,pair_number,pair_name,schedule_rank,direction_code,direction,content_official_index,content_class_id,content_class_name,style_official_index,style_class_id,style_class_name,shape_class_id,shape_class_name,texture_class_id,texture_class_name,selection_seed,alpha,part_of_initial_generation
p02_r42_b_to_a,2,car__deer,42,b_to_a,deer_shape__car_texture,1266,4,deer,4913,2,car,4,deer,2,car,6304,0.8,False
p02_r43_a_to_b,2,car__deer,43,a_to_b,car_shape__deer_texture,6503,2,car,5467,4,deer,2,car,4,deer,6304,0.8,False
p02_r43_b_to_a,2,car__deer,43,b_to_a,deer_shape__car_texture,5467,4,deer,6503,2,car,4,deer,2,car,6304,0.8,False
p02_r44_a_to_b,2,car__deer,44,a_to_b,car_shape__deer_texture,1520,2,car,4054,4,deer,2,car,4,deer,6304,0.8,False
p02_r44_b_to_a,2,car__deer,44,b_to_a,deer_shape__car_texture,4054,4,deer,1520,2,car,4,deer,2,car,6304,0.8,False
p02_r45_a_to_b,2,car__deer,45,a_to_b,car_shape__deer_texture,5512,2,car,4642,4,deer,2,car,4,deer,6304,0.8,False
p02_r45_b_to_a,2,car__deer,45,b_to_a,deer_shape__car_texture,4642,4,deer,5512,2,car,4,deer,2,car,6304,0.8,False
p02_r46_a_to_b,2,car__deer,46,a_to_b,car_shape__deer_texture,3454,2,car,2399,4,deer,2,car,4,deer,6304,0.8,False
p02_r46_b_to_a,2,car__deer,46,b_to_a,deer_shape__car_texture,2399,4,deer,3454,2,car,4,deer,2,car,6304,0.8,False
p02_r47_a_to_b,2,car__deer,47,a_to_b,car_shape__deer_texture,3163,2,car,3078,4,deer,2,car,4,deer,6304,0.8,False
p02_r47_b_to_a,2,car__deer,47,b_to_a,deer_shape__car_texture,3078,4,deer,3163,2,car,4,deer,2,car,6304,0.8,False
p02_r48_a_to_b,2,car__deer,48,a_to_b,car_shape__deer_texture,3024,2,car,5556,4,deer,2,car,4,deer,6304,0.8,False
p02_r48_b_to_a,2,car__deer,48,b_to_a,deer_shape__car_texture,5556,4,deer,3024,2,car,4,deer,2,car,6304,0.8,False
p02_r49_a_to_b,2,car__deer,49,a_to_b,car_shape__deer_texture,5395,2,car,1124,4,deer,2,car,4,deer,6304,0.8,False
p02_r49_b_to_a,2,car__deer,49,b_to_a,deer_shape__car_texture,1124,4,deer,5395,2,car,4,deer,2,car,6304,0.8,False
p02_r50_a_to_b,2,car__deer,50,a_to_b,car_shape__deer_texture,5218,2,car,6033,4,deer,2,car,4,deer,6304,0.8,False
p02_r50_b_to_a,2,car__deer,50,b_to_a,deer_shape__car_texture,6033,4,deer,5218,2,car,4,deer,2,car,6304,0.8,False
p03_r01_a_to_b,3,ship__dog,1,a_to_b,ship_shape__dog_texture,5525,8,ship,319,5,dog,8,ship,5,dog,6304,0.8,True
p03_r01_b_to_a,3,ship__dog,1,b_to_a,dog_shape__ship_texture,319,5,dog,5525,8,ship,5,dog,8,ship,6304,0.8,True
p03_r02_a_to_b,3,ship__dog,2,a_to_b,ship_shape__dog_texture,7875,8,ship,2391,5,dog,8,ship,5,dog,6304,0.8,True
p03_r02_b_to_a,3,ship__dog,2,b_to_a,dog_shape__ship_texture,2391,5,dog,7875,8,ship,5,dog,8,ship,6304,0.8,True
p03_r03_a_to_b,3,ship__dog,3,a_to_b,ship_shape__dog_texture,706,8,ship,5381,5,dog,8,ship,5,dog,6304,0.8,True
p03_r03_b_to_a,3,ship__dog,3,b_to_a,dog_shape__ship_texture,5381,5,dog,706,8,ship,5,dog,8,ship,6304,0.8,True
p03_r04_a_to_b,3,ship__dog,4,a_to_b,ship_shape__dog_texture,4170,8,ship,3863,5,dog,8,ship,5,dog,6304,0.8,True
p03_r04_b_to_a,3,ship__dog,4,b_to_a,dog_shape__ship_texture,3863,5,dog,4170,8,ship,5,dog,8,ship,6304,0.8,True
p03_r05_a_to_b,3,ship__dog,5,a_to_b,ship_shape__dog_texture,3412,8,ship,6358,5,dog,8,ship,5,dog,6304,0.8,True
p03_r05_b_to_a,3,ship__dog,5,b_to_a,dog_shape__ship_texture,6358,5,dog,3412,8,ship,5,dog,8,ship,6304,0.8,True
p03_r06_a_to_b,3,ship__dog,6,a_to_b,ship_shape__dog_texture,667,8,ship,97,5,dog,8,ship,5,dog,6304,0.8,True
p03_r06_b_to_a,3,ship__dog,6,b_to_a,dog_shape__ship_texture,97,5,dog,667,8,ship,5,dog,8,ship,6304,0.8,True
p03_r07_a_to_b,3,ship__dog,7,a_to_b,ship_shape__dog_texture,7818,8,ship,6224,5,dog,8,ship,5,dog,6304,0.8,True
p03_r07_b_to_a,3,ship__dog,7,b_to_a,dog_shape__ship_texture,6224,5,dog,7818,8,ship,5,dog,8,ship,6304,0.8,True
p03_r08_a_to_b,3,ship__dog,8,a_to_b,ship_shape__dog_texture,4552,8,ship,2268,5,dog,8,ship,5,dog,6304,0.8,True
p03_r08_b_to_a,3,ship__dog,8,b_to_a,dog_shape__ship_texture,2268,5,dog,4552,8,ship,5,dog,8,ship,6304,0.8,True
p03_r09_a_to_b,3,ship__dog,9,a_to_b,ship_shape__dog_texture,962,8,ship,7041,5,dog,8,ship,5,dog,6304,0.8,True
p03_r09_b_to_a,3,ship__dog,9,b_to_a,dog_shape__ship_texture,7041,5,dog,962,8,ship,5,dog,8,ship,6304,0.8,True
p03_r10_a_to_b,3,ship__dog,10,a_to_b,ship_shape__dog_texture,2109,8,ship,7706,5,dog,8,ship,5,dog,6304,0.8,True
p03_r10_b_to_a,3,ship__dog,10,b_to_a,dog_shape__ship_texture,7706,5,dog,2109,8,ship,5,dog,8,ship,6304,0.8,True
p03_r11_a_to_b,3,ship__dog,11,a_to_b,ship_shape__dog_texture,6434,8,ship,2950,5,dog,8,ship,5,dog,6304,0.8,True
p03_r11_b_to_a,3,ship__dog,11,b_to_a,dog_shape__ship_texture,2950,5,dog,6434,8,ship,5,dog,8,ship,6304,0.8,True
p03_r12_a_to_b,3,ship__dog,12,a_to_b,ship_shape__dog_texture,4662,8,ship,4290,5,dog,8,ship,5,dog,6304,0.8,True
p03_r12_b_to_a,3,ship__dog,12,b_to_a,dog_shape__ship_texture,4290,5,dog,4662,8,ship,5,dog,8,ship,6304,0.8,True
p03_r13_a_to_b,3,ship__dog,13,a_to_b,ship_shape__dog_texture,1640,8,ship,7130,5,dog,8,ship,5,dog,6304,0.8,True
p03_r13_b_to_a,3,ship__dog,13,b_to_a,dog_shape__ship_texture,7130,5,dog,1640,8,ship,5,dog,8,ship,6304,0.8,True
p03_r14_a_to_b,3,ship__dog,14,a_to_b,ship_shape__dog_texture,5451,8,ship,5924,5,dog,8,ship,5,dog,6304,0.8,True
p03_r14_b_to_a,3,ship__dog,14,b_to_a,dog_shape__ship_texture,5924,5,dog,5451,8,ship,5,dog,8,ship,6304,0.8,True
p03_r15_a_to_b,3,ship__dog,15,a_to_b,ship_shape__dog_texture,4990,8,ship,6414,5,dog,8,ship,5,dog,6304,0.8,True
p03_r15_b_to_a,3,ship__dog,15,b_to_a,dog_shape__ship_texture,6414,5,dog,4990,8,ship,5,dog,8,ship,6304,0.8,True
p03_r16_a_to_b,3,ship__dog,16,a_to_b,ship_shape__dog_texture,5694,8,ship,6922,5,dog,8,ship,5,dog,6304,0.8,True
p03_r16_b_to_a,3,ship__dog,16,b_to_a,dog_shape__ship_texture,6922,5,dog,5694,8,ship,5,dog,8,ship,6304,0.8,True
p03_r17_a_to_b,3,ship__dog,17,a_to_b,ship_shape__dog_texture,1783,8,ship,2766,5,dog,8,ship,5,dog,6304,0.8,True
p03_r17_b_to_a,3,ship__dog,17,b_to_a,dog_shape__ship_texture,2766,5,dog,1783,8,ship,5,dog,8,ship,6304,0.8,True
p03_r18_a_to_b,3,ship__dog,18,a_to_b,ship_shape__dog_texture,2340,8,ship,1095,5,dog,8,ship,5,dog,6304,0.8,True
p03_r18_b_to_a,3,ship__dog,18,b_to_a,dog_shape__ship_texture,1095,5,dog,2340,8,ship,5,dog,8,ship,6304,0.8,True
p03_r19_a_to_b,3,ship__dog,19,a_to_b,ship_shape__dog_texture,2745,8,ship,4953,5,dog,8,ship,5,dog,6304,0.8,True
p03_r19_b_to_a,3,ship__dog,19,b_to_a,dog_shape__ship_texture,4953,5,dog,2745,8,ship,5,dog,8,ship,6304,0.8,True
p03_r20_a_to_b,3,ship__dog,20,a_to_b,ship_shape__dog_texture,2844,8,ship,645,5,dog,8,ship,5,dog,6304,0.8,True
p03_r20_b_to_a,3,ship__dog,20,b_to_a,dog_shape__ship_texture,645,5,dog,2844,8,ship,5,dog,8,ship,6304,0.8,True
p03_r21_a_to_b,3,ship__dog,21,a_to_b,ship_shape__dog_texture,4242,8,ship,6989,5,dog,8,ship,5,dog,6304,0.8,False
p03_r21_b_to_a,3,ship__dog,21,b_to_a,dog_shape__ship_texture,6989,5,dog,4242,8,ship,5,dog,8,ship,6304,0.8,False
p03_r22_a_to_b,3,ship__dog,22,a_to_b,ship_shape__dog_texture,2191,8,ship,6716,5,dog,8,ship,5,dog,6304,0.8,False
p03_r22_b_to_a,3,ship__dog,22,b_to_a,dog_shape__ship_texture,6716,5,dog,2191,8,ship,5,dog,8,ship,6304,0.8,False
p03_r23_a_to_b,3,ship__dog,23,a_to_b,ship_shape__dog_texture,7460,8,ship,7413,5,dog,8,ship,5,dog,6304,0.8,False
p03_r23_b_to_a,3,ship__dog,23,b_to_a,dog_shape__ship_texture,7413,5,dog,7460,8,ship,5,dog,8,ship,6304,0.8,False
p03_r24_a_to_b,3,ship__dog,24,a_to_b,ship_shape__dog_texture,3157,8,ship,4547,5,dog,8,ship,5,dog,6304,0.8,False
p03_r24_b_to_a,3,ship__dog,24,b_to_a,dog_shape__ship_texture,4547,5,dog,3157,8,ship,5,dog,8,ship,6304,0.8,False
p03_r25_a_to_b,3,ship__dog,25,a_to_b,ship_shape__dog_texture,1833,8,ship,4966,5,dog,8,ship,5,dog,6304,0.8,False
p03_r25_b_to_a,3,ship__dog,25,b_to_a,dog_shape__ship_texture,4966,5,dog,1833,8,ship,5,dog,8,ship,6304,0.8,False
p03_r26_a_to_b,3,ship__dog,26,a_to_b,ship_shape__dog_texture,739,8,ship,2265,5,dog,8,ship,5,dog,6304,0.8,False
p03_r26_b_to_a,3,ship__dog,26,b_to_a,dog_shape__ship_texture,2265,5,dog,739,8,ship,5,dog,8,ship,6304,0.8,False
p03_r27_a_to_b,3,ship__dog,27,a_to_b,ship_shape__dog_texture,4676,8,ship,1552,5,dog,8,ship,5,dog,6304,0.8,False
p03_r27_b_to_a,3,ship__dog,27,b_to_a,dog_shape__ship_texture,1552,5,dog,4676,8,ship,5,dog,8,ship,6304,0.8,False
p03_r28_a_to_b,3,ship__dog,28,a_to_b,ship_shape__dog_texture,194,8,ship,4106,5,dog,8,ship,5,dog,6304,0.8,False
p03_r28_b_to_a,3,ship__dog,28,b_to_a,dog_shape__ship_texture,4106,5,dog,194,8,ship,5,dog,8,ship,6304,0.8,False
p03_r29_a_to_b,3,ship__dog,29,a_to_b,ship_shape__dog_texture,3905,8,ship,5101,5,dog,8,ship,5,dog,6304,0.8,False
p03_r29_b_to_a,3,ship__dog,29,b_to_a,dog_shape__ship_texture,5101,5,dog,3905,8,ship,5,dog,8,ship,6304,0.8,False
p03_r30_a_to_b,3,ship__dog,30,a_to_b,ship_shape__dog_texture,3015,8,ship,2334,5,dog,8,ship,5,dog,6304,0.8,False
p03_r30_b_to_a,3,ship__dog,30,b_to_a,dog_shape__ship_texture,2334,5,dog,3015,8,ship,5,dog,8,ship,6304,0.8,False
p03_r31_a_to_b,3,ship__dog,31,a_to_b,ship_shape__dog_texture,2230,8,ship,5496,5,dog,8,ship,5,dog,6304,0.8,False
p03_r31_b_to_a,3,ship__dog,31,b_to_a,dog_shape__ship_texture,5496,5,dog,2230,8,ship,5,dog,8,ship,6304,0.8,False
p03_r32_a_to_b,3,ship__dog,32,a_to_b,ship_shape__dog_texture,1129,8,ship,1877,5,dog,8,ship,5,dog,6304,0.8,False
p03_r32_b_to_a,3,ship__dog,32,b_to_a,dog_shape__ship_texture,1877,5,dog,1129,8,ship,5,dog,8,ship,6304,0.8,False
p03_r33_a_to_b,3,ship__dog,33,a_to_b,ship_shape__dog_texture,716,8,ship,2807,5,dog,8,ship,5,dog,6304,0.8,False
p03_r33_b_to_a,3,ship__dog,33,b_to_a,dog_shape__ship_texture,2807,5,dog,716,8,ship,5,dog,8,ship,6304,0.8,False
p03_r34_a_to_b,3,ship__dog,34,a_to_b,ship_shape__dog_texture,4355,8,ship,2458,5,dog,8,ship,5,dog,6304,0.8,False
p03_r34_b_to_a,3,ship__dog,34,b_to_a,dog_shape__ship_texture,2458,5,dog,4355,8,ship,5,dog,8,ship,6304,0.8,False
p03_r35_a_to_b,3,ship__dog,35,a_to_b,ship_shape__dog_texture,7810,8,ship,3852,5,dog,8,ship,5,dog,6304,0.8,False
p03_r35_b_to_a,3,ship__dog,35,b_to_a,dog_shape__ship_texture,3852,5,dog,7810,8,ship,5,dog,8,ship,6304,0.8,False
p03_r36_a_to_b,3,ship__dog,36,a_to_b,ship_shape__dog_texture,5705,8,ship,3353,5,dog,8,ship,5,dog,6304,0.8,False
p03_r36_b_to_a,3,ship__dog,36,b_to_a,dog_shape__ship_texture,3353,5,dog,5705,8,ship,5,dog,8,ship,6304,0.8,False
p03_r37_a_to_b,3,ship__dog,37,a_to_b,ship_shape__dog_texture,3948,8,ship,7776,5,dog,8,ship,5,dog,6304,0.8,False
p03_r37_b_to_a,3,ship__dog,37,b_to_a,dog_shape__ship_texture,7776,5,dog,3948,8,ship,5,dog,8,ship,6304,0.8,False
p03_r38_a_to_b,3,ship__dog,38,a_to_b,ship_shape__dog_texture,7999,8,ship,1644,5,dog,8,ship,5,dog,6304,0.8,False
p03_r38_b_to_a,3,ship__dog,38,b_to_a,dog_shape__ship_texture,1644,5,dog,7999,8,ship,5,dog,8,ship,6304,0.8,False
p03_r39_a_to_b,3,ship__dog,39,a_to_b,ship_shape__dog_texture,4311,8,ship,4850,5,dog,8,ship,5,dog,6304,0.8,False
p03_r39_b_to_a,3,ship__dog,39,b_to_a,dog_shape__ship_texture,4850,5,dog,4311,8,ship,5,dog,8,ship,6304,0.8,False
p03_r40_a_to_b,3,ship__dog,40,a_to_b,ship_shape__dog_texture,1954,8,ship,2427,5,dog,8,ship,5,dog,6304,0.8,False
p03_r40_b_to_a,3,ship__dog,40,b_to_a,dog_shape__ship_texture,2427,5,dog,1954,8,ship,5,dog,8,ship,6304,0.8,False
p03_r41_a_to_b,3,ship__dog,41,a_to_b,ship_shape__dog_texture,5000,8,ship,1626,5,dog,8,ship,5,dog,6304,0.8,False
p03_r41_b_to_a,3,ship__dog,41,b_to_a,dog_shape__ship_texture,1626,5,dog,5000,8,ship,5,dog,8,ship,6304,0.8,False
p03_r42_a_to_b,3,ship__dog,42,a_to_b,ship_shape__dog_texture,151,8,ship,685,5,dog,8,ship,5,dog,6304,0.8,False
p03_r42_b_to_a,3,ship__dog,42,b_to_a,dog_shape__ship_texture,685,5,dog,151,8,ship,5,dog,8,ship,6304,0.8,False
p03_r43_a_to_b,3,ship__dog,43,a_to_b,ship_shape__dog_texture,4069,8,ship,378,5,dog,8,ship,5,dog,6304,0.8,False
p03_r43_b_to_a,3,ship__dog,43,b_to_a,dog_shape__ship_texture,378,5,dog,4069,8,ship,5,dog,8,ship,6304,0.8,False
p03_r44_a_to_b,3,ship__dog,44,a_to_b,ship_shape__dog_texture,7446,8,ship,5332,5,dog,8,ship,5,dog,6304,0.8,False
p03_r44_b_to_a,3,ship__dog,44,b_to_a,dog_shape__ship_texture,5332,5,dog,7446,8,ship,5,dog,8,ship,6304,0.8,False
p03_r45_a_to_b,3,ship__dog,45,a_to_b,ship_shape__dog_texture,6689,8,ship,5701,5,dog,8,ship,5,dog,6304,0.8,False
p03_r45_b_to_a,3,ship__dog,45,b_to_a,dog_shape__ship_texture,5701,5,dog,6689,8,ship,5,dog,8,ship,6304,0.8,False
p03_r46_a_to_b,3,ship__dog,46,a_to_b,ship_shape__dog_texture,1247,8,ship,568,5,dog,8,ship,5,dog,6304,0.8,False
p03_r46_b_to_a,3,ship__dog,46,b_to_a,dog_shape__ship_texture,568,5,dog,1247,8,ship,5,dog,8,ship,6304,0.8,False
p03_r47_a_to_b,3,ship__dog,47,a_to_b,ship_shape__dog_texture,7476,8,ship,3889,5,dog,8,ship,5,dog,6304,0.8,False
p03_r47_b_to_a,3,ship__dog,47,b_to_a,dog_shape__ship_texture,3889,5,dog,7476,8,ship,5,dog,8,ship,6304,0.8,False
p03_r48_a_to_b,3,ship__dog,48,a_to_b,ship_shape__dog_texture,4177,8,ship,2623,5,dog,8,ship,5,dog,6304,0.8,False
p03_r48_b_to_a,3,ship__dog,48,b_to_a,dog_shape__ship_texture,2623,5,dog,4177,8,ship,5,dog,8,ship,6304,0.8,False
p03_r49_a_to_b,3,ship__dog,49,a_to_b,ship_shape__dog_texture,7138,8,ship,7474,5,dog,8,ship,5,dog,6304,0.8,False
p03_r49_b_to_a,3,ship__dog,49,b_to_a,dog_shape__ship_texture,7474,5,dog,7138,8,ship,5,dog,8,ship,6304,0.8,False
p03_r50_a_to_b,3,ship__dog,50,a_to_b,ship_shape__dog_texture,2342,8,ship,4570,5,dog,8,ship,5,dog,6304,0.8,False
p03_r50_b_to_a,3,ship__dog,50,b_to_a,dog_shape__ship_texture,4570,5,dog,2342,8,ship,5,dog,8,ship,6304,0.8,False
p04_r01_a_to_b,4,truck__horse,1,a_to_b,truck_shape__horse_texture,7995,9,truck,1667,6,horse,9,truck,6,horse,6304,0.8,True
p04_r01_b_to_a,4,truck__horse,1,b_to_a,horse_shape__truck_texture,1667,6,horse,7995,9,truck,6,horse,9,truck,6304,0.8,True
p04_r02_a_to_b,4,truck__horse,2,a_to_b,truck_shape__horse_texture,1515,9,truck,449,6,horse,9,truck,6,horse,6304,0.8,True
p04_r02_b_to_a,4,truck__horse,2,b_to_a,horse_shape__truck_texture,449,6,horse,1515,9,truck,6,horse,9,truck,6304,0.8,True
p04_r03_a_to_b,4,truck__horse,3,a_to_b,truck_shape__horse_texture,7752,9,truck,1534,6,horse,9,truck,6,horse,6304,0.8,True
p04_r03_b_to_a,4,truck__horse,3,b_to_a,horse_shape__truck_texture,1534,6,horse,7752,9,truck,6,horse,9,truck,6304,0.8,True
p04_r04_a_to_b,4,truck__horse,4,a_to_b,truck_shape__horse_texture,2655,9,truck,7555,6,horse,9,truck,6,horse,6304,0.8,True
p04_r04_b_to_a,4,truck__horse,4,b_to_a,horse_shape__truck_texture,7555,6,horse,2655,9,truck,6,horse,9,truck,6304,0.8,True
p04_r05_a_to_b,4,truck__horse,5,a_to_b,truck_shape__horse_texture,6931,9,truck,5729,6,horse,9,truck,6,horse,6304,0.8,True
p04_r05_b_to_a,4,truck__horse,5,b_to_a,horse_shape__truck_texture,5729,6,horse,6931,9,truck,6,horse,9,truck,6304,0.8,True
p04_r06_a_to_b,4,truck__horse,6,a_to_b,truck_shape__horse_texture,2114,9,truck,3292,6,horse,9,truck,6,horse,6304,0.8,True
p04_r06_b_to_a,4,truck__horse,6,b_to_a,horse_shape__truck_texture,3292,6,horse,2114,9,truck,6,horse,9,truck,6304,0.8,True
p04_r07_a_to_b,4,truck__horse,7,a_to_b,truck_shape__horse_texture,2062,9,truck,4754,6,horse,9,truck,6,horse,6304,0.8,True
p04_r07_b_to_a,4,truck__horse,7,b_to_a,horse_shape__truck_texture,4754,6,horse,2062,9,truck,6,horse,9,truck,6304,0.8,True
p04_r08_a_to_b,4,truck__horse,8,a_to_b,truck_shape__horse_texture,7380,9,truck,4093,6,horse,9,truck,6,horse,6304,0.8,True
p04_r08_b_to_a,4,truck__horse,8,b_to_a,horse_shape__truck_texture,4093,6,horse,7380,9,truck,6,horse,9,truck,6304,0.8,True
p04_r09_a_to_b,4,truck__horse,9,a_to_b,truck_shape__horse_texture,5284,9,truck,7108,6,horse,9,truck,6,horse,6304,0.8,True
p04_r09_b_to_a,4,truck__horse,9,b_to_a,horse_shape__truck_texture,7108,6,horse,5284,9,truck,6,horse,9,truck,6304,0.8,True
p04_r10_a_to_b,4,truck__horse,10,a_to_b,truck_shape__horse_texture,4449,9,truck,7600,6,horse,9,truck,6,horse,6304,0.8,True
p04_r10_b_to_a,4,truck__horse,10,b_to_a,horse_shape__truck_texture,7600,6,horse,4449,9,truck,6,horse,9,truck,6304,0.8,True
p04_r11_a_to_b,4,truck__horse,11,a_to_b,truck_shape__horse_texture,191,9,truck,7781,6,horse,9,truck,6,horse,6304,0.8,True
p04_r11_b_to_a,4,truck__horse,11,b_to_a,horse_shape__truck_texture,7781,6,horse,191,9,truck,6,horse,9,truck,6304,0.8,True
p04_r12_a_to_b,4,truck__horse,12,a_to_b,truck_shape__horse_texture,4723,9,truck,7338,6,horse,9,truck,6,horse,6304,0.8,True
p04_r12_b_to_a,4,truck__horse,12,b_to_a,horse_shape__truck_texture,7338,6,horse,4723,9,truck,6,horse,9,truck,6304,0.8,True
p04_r13_a_to_b,4,truck__horse,13,a_to_b,truck_shape__horse_texture,1430,9,truck,5580,6,horse,9,truck,6,horse,6304,0.8,True
p04_r13_b_to_a,4,truck__horse,13,b_to_a,horse_shape__truck_texture,5580,6,horse,1430,9,truck,6,horse,9,truck,6304,0.8,True
p04_r14_a_to_b,4,truck__horse,14,a_to_b,truck_shape__horse_texture,3893,9,truck,3494,6,horse,9,truck,6,horse,6304,0.8,True
p04_r14_b_to_a,4,truck__horse,14,b_to_a,horse_shape__truck_texture,3494,6,horse,3893,9,truck,6,horse,9,truck,6304,0.8,True
p04_r15_a_to_b,4,truck__horse,15,a_to_b,truck_shape__horse_texture,5851,9,truck,4620,6,horse,9,truck,6,horse,6304,0.8,True
p04_r15_b_to_a,4,truck__horse,15,b_to_a,horse_shape__truck_texture,4620,6,horse,5851,9,truck,6,horse,9,truck,6304,0.8,True
p04_r16_a_to_b,4,truck__horse,16,a_to_b,truck_shape__horse_texture,7938,9,truck,920,6,horse,9,truck,6,horse,6304,0.8,True
p04_r16_b_to_a,4,truck__horse,16,b_to_a,horse_shape__truck_texture,920,6,horse,7938,9,truck,6,horse,9,truck,6304,0.8,True
p04_r17_a_to_b,4,truck__horse,17,a_to_b,truck_shape__horse_texture,4094,9,truck,3191,6,horse,9,truck,6,horse,6304,0.8,True
p04_r17_b_to_a,4,truck__horse,17,b_to_a,horse_shape__truck_texture,3191,6,horse,4094,9,truck,6,horse,9,truck,6304,0.8,True
p04_r18_a_to_b,4,truck__horse,18,a_to_b,truck_shape__horse_texture,419,9,truck,5857,6,horse,9,truck,6,horse,6304,0.8,True
p04_r18_b_to_a,4,truck__horse,18,b_to_a,horse_shape__truck_texture,5857,6,horse,419,9,truck,6,horse,9,truck,6304,0.8,True
p04_r19_a_to_b,4,truck__horse,19,a_to_b,truck_shape__horse_texture,2011,9,truck,6713,6,horse,9,truck,6,horse,6304,0.8,True
p04_r19_b_to_a,4,truck__horse,19,b_to_a,horse_shape__truck_texture,6713,6,horse,2011,9,truck,6,horse,9,truck,6304,0.8,True
p04_r20_a_to_b,4,truck__horse,20,a_to_b,truck_shape__horse_texture,1411,9,truck,2610,6,horse,9,truck,6,horse,6304,0.8,True
p04_r20_b_to_a,4,truck__horse,20,b_to_a,horse_shape__truck_texture,2610,6,horse,1411,9,truck,6,horse,9,truck,6304,0.8,True
p04_r21_a_to_b,4,truck__horse,21,a_to_b,truck_shape__horse_texture,5981,9,truck,4411,6,horse,9,truck,6,horse,6304,0.8,False
p04_r21_b_to_a,4,truck__horse,21,b_to_a,horse_shape__truck_texture,4411,6,horse,5981,9,truck,6,horse,9,truck,6304,0.8,False
p04_r22_a_to_b,4,truck__horse,22,a_to_b,truck_shape__horse_texture,5452,9,truck,3418,6,horse,9,truck,6,horse,6304,0.8,False
p04_r22_b_to_a,4,truck__horse,22,b_to_a,horse_shape__truck_texture,3418,6,horse,5452,9,truck,6,horse,9,truck,6304,0.8,False
p04_r23_a_to_b,4,truck__horse,23,a_to_b,truck_shape__horse_texture,5301,9,truck,3777,6,horse,9,truck,6,horse,6304,0.8,False
p04_r23_b_to_a,4,truck__horse,23,b_to_a,horse_shape__truck_texture,3777,6,horse,5301,9,truck,6,horse,9,truck,6304,0.8,False
p04_r24_a_to_b,4,truck__horse,24,a_to_b,truck_shape__horse_texture,5360,9,truck,3962,6,horse,9,truck,6,horse,6304,0.8,False
p04_r24_b_to_a,4,truck__horse,24,b_to_a,horse_shape__truck_texture,3962,6,horse,5360,9,truck,6,horse,9,truck,6304,0.8,False
p04_r25_a_to_b,4,truck__horse,25,a_to_b,truck_shape__horse_texture,1022,9,truck,2958,6,horse,9,truck,6,horse,6304,0.8,False
p04_r25_b_to_a,4,truck__horse,25,b_to_a,horse_shape__truck_texture,2958,6,horse,1022,9,truck,6,horse,9,truck,6304,0.8,False
p04_r26_a_to_b,4,truck__horse,26,a_to_b,truck_shape__horse_texture,1836,9,truck,873,6,horse,9,truck,6,horse,6304,0.8,False
p04_r26_b_to_a,4,truck__horse,26,b_to_a,horse_shape__truck_texture,873,6,horse,1836,9,truck,6,horse,9,truck,6304,0.8,False
p04_r27_a_to_b,4,truck__horse,27,a_to_b,truck_shape__horse_texture,5508,9,truck,4254,6,horse,9,truck,6,horse,6304,0.8,False
p04_r27_b_to_a,4,truck__horse,27,b_to_a,horse_shape__truck_texture,4254,6,horse,5508,9,truck,6,horse,9,truck,6304,0.8,False
p04_r28_a_to_b,4,truck__horse,28,a_to_b,truck_shape__horse_texture,852,9,truck,5858,6,horse,9,truck,6,horse,6304,0.8,False
p04_r28_b_to_a,4,truck__horse,28,b_to_a,horse_shape__truck_texture,5858,6,horse,852,9,truck,6,horse,9,truck,6304,0.8,False
p04_r29_a_to_b,4,truck__horse,29,a_to_b,truck_shape__horse_texture,7266,9,truck,3515,6,horse,9,truck,6,horse,6304,0.8,False
p04_r29_b_to_a,4,truck__horse,29,b_to_a,horse_shape__truck_texture,3515,6,horse,7266,9,truck,6,horse,9,truck,6304,0.8,False
p04_r30_a_to_b,4,truck__horse,30,a_to_b,truck_shape__horse_texture,303,9,truck,7726,6,horse,9,truck,6,horse,6304,0.8,False
p04_r30_b_to_a,4,truck__horse,30,b_to_a,horse_shape__truck_texture,7726,6,horse,303,9,truck,6,horse,9,truck,6304,0.8,False
p04_r31_a_to_b,4,truck__horse,31,a_to_b,truck_shape__horse_texture,239,9,truck,3844,6,horse,9,truck,6,horse,6304,0.8,False
p04_r31_b_to_a,4,truck__horse,31,b_to_a,horse_shape__truck_texture,3844,6,horse,239,9,truck,6,horse,9,truck,6304,0.8,False
p04_r32_a_to_b,4,truck__horse,32,a_to_b,truck_shape__horse_texture,805,9,truck,4341,6,horse,9,truck,6,horse,6304,0.8,False
p04_r32_b_to_a,4,truck__horse,32,b_to_a,horse_shape__truck_texture,4341,6,horse,805,9,truck,6,horse,9,truck,6304,0.8,False
p04_r33_a_to_b,4,truck__horse,33,a_to_b,truck_shape__horse_texture,1654,9,truck,2676,6,horse,9,truck,6,horse,6304,0.8,False
p04_r33_b_to_a,4,truck__horse,33,b_to_a,horse_shape__truck_texture,2676,6,horse,1654,9,truck,6,horse,9,truck,6304,0.8,False
p04_r34_a_to_b,4,truck__horse,34,a_to_b,truck_shape__horse_texture,7047,9,truck,4731,6,horse,9,truck,6,horse,6304,0.8,False
p04_r34_b_to_a,4,truck__horse,34,b_to_a,horse_shape__truck_texture,4731,6,horse,7047,9,truck,6,horse,9,truck,6304,0.8,False
p04_r35_a_to_b,4,truck__horse,35,a_to_b,truck_shape__horse_texture,5915,9,truck,4746,6,horse,9,truck,6,horse,6304,0.8,False
